,num_points,max_iterations,application,num_threads,chunk_size,repeat,runtime,comptime,work
201,100,500,withomp,1,default,2,0.003354541999669891,-5.666699962603161e-05,[873602]
202,100,500,withomp,1,default,3,0.0033062090001294564,-8.334000085596927e-06,[873602]
203,100,500,withomp,1,default,4,0.0032929169997260033,4.958000317856204e-06,[873602]
204,100,500,withomp,1,default,5,0.0032916250002017478,6.24999984211172e-06,[873602]
205,100,500,withomp,2,default,1,0.0016595829997640976,2.8082999961043242e-05,[436801 436801]
206,100,500,withomp,2,default,2,0.0017514999999548309,-6.383400022968999e-05,[436801 436801]
207,100,500,withomp,2,default,3,0.0016752499996073311,1.2416000117809745e-05,[436801 436801]
208,100,500,withomp,2,default,4,0.0016475410002385615,4.012499948657933e-05,[436801 436801]
209,100,500,withomp,2,default,5,0.0016831249999995634,4.5409997255774215e-06,[436801 436801]
210,100,500,withomp,3,default,1,0.002696874999855936,0.00012400000014167745,[ 89391 709266  74945]
211,100,500,withomp,3,default,2,0.0027048329998251575,0.00011604200017245603,[ 89391 709266  74945]
212,100,500,withomp,3,default,3,0.002691250000225409,0.00012962499977220432,[ 89391 709266  74945]
213,100,500,withomp,3,default,4,0.0027010829999198904,0.00011979200007772306,[ 89391 709266  74945]
214,100,500,withomp,3,default,5,0.0027178750001439766,0.00010299999985363684,[ 89391 709266  74945]
215,100,500,withomp,4,default,1,0.0016465000003336172,1.158399982159608e-05,[ 15655 421146 421146  15655]
216,100,500,withomp,4,default,2,0.0016442500000266591,1.383400012855418e-05,[ 15655 421146 421146  15655]
217,100,500,withomp,4,default,3,0.0016078749999905995,5.0209000164613826e-05,[ 15655 421146 421146  15655]
218,100,500,withomp,4,default,4,0.0016669999999976426,-8.9159998424293e-06,[ 15655 421146 421146  15655]
219,100,500,withomp,4,default,5,0.001679999999851134,-2.1915999695920618e-05,[ 15655 421146 421146  15655]
220,100,500,withomp,5,default,1,0.0019018749999304418,-8.207999599108007e-06,[  4973 185619 492418 185619   4973]
221,100,500,withomp,5,default,2,0.001904041000216239,-1.037399988490506e-05,[  4973 185619 492418 185619   4973]
222,100,500,withomp,5,default,3,0.0018661670001165476,2.750000021478627e-05,[  4973 185619 492418 185619   4973]
223,100,500,withomp,5,default,4,0.0018649590001587057,2.870800017262809e-05,[  4973 185619 492418 185619   4973]
224,100,500,withomp,5,default,5,0.001875958999789873,1.7708000541460933e-05,[  4973 185619 492418 185619   4973]
225,100,500,withomp,6,default,1,0.0014556249998349813,-4.541999715002021e-06,[  3878  85513 375807 347839  57019   3546]
226,100,500,withomp,6,default,2,0.001423375000285887,2.7707999834092334e-05,[  3878  85513 375807 347839  57019   3546]
227,100,500,withomp,6,default,3,0.0014184589999786112,3.2624000141368015e-05,[  3878  85513 375807 347839  57019   3546]
228,100,500,withomp,6,default,4,0.0014278749999903084,2.3208000129670836e-05,[  3878  85513 375807 347839  57019   3546]
229,100,500,withomp,6,default,5,0.0014420419997804856,9.041000339493621e-06,[  3878  85513 375807 347839  57019   3546]
230,100,500,withomp,7,default,1,0.0014142499999252323,4.3665999783115694e-05,[  3229  33406 240179 367418 202845  23591   2934]
231,100,500,withomp,7,default,2,0.0014750420000382292,-1.7126000329881208e-05,[  3229  33406 240179 367418 202845  23591   2934]
232,100,500,withomp,7,default,3,0.0014383329998963745,1.9582999811973423e-05,[  3229  33406 240179 367418 202845  23591   2934]
233,100,500,withomp,7,default,4,0.0014215420001164603,3.6373999591887696e-05,[  3229  33406 240179 367418 202845  23591   2934]
234,100,500,withomp,7,default,5,0.0014034169998922152,5.449899981613271e-05,[  3229  33406 240179 367418 202845  23591   2934]
235,100,500,withomp,8,default,1,0.0012129579999964335,1.4291999832494184e-05,[  2651  16912 152581 320899 260466 107960   9744   2389]
236,100,500,withomp,8,default,2,0.0012098330003027513,1.741699952617637e-05,[  2651  16912 152581 320899 260466 107960   9744   2389]
237,100,500,withomp,8,default,3,0.0012106250001124863,1.662499971644138e-05,[  2651  16912 152581 320899 260466 107960   9744   2389]
238,100,500,withomp,8,default,4,0.0012148750001870212,1.237499964190647e-05,[  2651  16912 152581 320899 260466 107960   9744   2389]
239,100,500,withomp,8,default,5,0.0012034169999424194,2.3832999886508333e-05,[  2651  16912 152581 320899 260466 107960   9744   2389]
240,100,500,withomp,1,1,1,0.0033992090002357145,7.08749998921121e-05,[873602]
241,100,500,withomp,1,1,2,0.003387875000044005,8.220900008382159e-05,[873602]
242,100,500,withomp,1,1,3,0.003432874999816704,3.720900031112251e-05,[873602]
243,100,500,withomp,1,1,4,0.003440415999648394,2.966800047943252e-05,[873602]
244,100,500,withomp,1,1,5,0.003399790999992547,7.029300013527973e-05,[873602]
245,100,500,withomp,2,1,1,0.001715167000384099,-1.4667000414192444e-05,[436801 436801]
246,100,500,withomp,2,1,2,0.00165991700032464,4.058299964526668e-05,[436801 436801]
247,100,500,withomp,2,1,3,0.0016482920000271406,5.220799994276604e-05,[436801 436801]
248,100,500,withomp,2,1,4,0.001659458000176528,4.1041999793378636e-05,[436801 436801]
249,100,500,withomp,2,1,5,0.001650208999762981,5.0291000206925673e-05,[436801 436801]
250,100,500,withomp,3,1,1,0.0011272500000814034,8.125000022118911e-06,[294628 289487 289487]
251,100,500,withomp,3,1,2,0.0011363339999661548,-9.589998626324814e-07,[294628 289487 289487]
252,100,500,withomp,3,1,3,0.001132291000430996,3.083999672526261e-06,[294628 289487 289487]
253,100,500,withomp,3,1,4,0.0011325000000397267,2.8750000637955964e-06,[294628 289487 289487]
254,100,500,withomp,3,1,5,0.0011315829997329274,3.7920003705949057e-06,[294628 289487 289487]
255,100,500,withomp,4,1,1,0.000856167000165442,4.166000053373864e-06,[216572 220229 220229 216572]
256,100,500,withomp,4,1,2,0.0008549579997634282,5.375000455387635e-06,[216572 220229 220229 216572]
257,100,500,withomp,4,1,3,0.0008527920003871259,7.540999831689987e-06,[216572 220229 220229 216572]
258,100,500,withomp,4,1,4,0.0008572919996368,3.0410005820158403e-06,[216572 220229 220229 216572]
259,100,500,withomp,4,1,5,0.0008516670000062732,8.666000212542713e-06,[216572 220229 220229 216572]
260,100,500,withomp,5,1,1,0.0006895839997014264,2.9990001166879665e-06,[175665 174790 172692 174790 175665]
261,100,500,withomp,5,1,2,0.0006962919997022254,-3.7089998841111083e-06,[175665 174790 172692 174790 175665]
262,100,500,withomp,5,1,3,0.0006891660000292177,3.4169997888966464e-06,[175665 174790 172692 174790 175665]
263,100,500,withomp,5,1,4,0.0006947089996174327,-2.125999799318379e-06,[175665 174790 172692 174790 175665]
264,100,500,withomp,5,1,5,0.0006812909996369854,1.129200018112897e-05,[175665 174790 172692 174790 175665]
265,100,500,withomp,6,1,1,0.000589292000313435,3.7489999158424325e-06,[147314 150701 150701 147314 138786 138786]
266,100,500,withomp,6,1,2,0.0005879589998585288,5.082000370748574e-06,[147314 150701 150701 147314 138786 138786]
267,100,500,withomp,6,1,3,0.000588166000397905,4.874999831372406e-06,[147314 150701 150701 147314 138786 138786]
268,100,500,withomp,6,1,4,0.000589750000017375,3.2910002119024284e-06,[147314 150701 150701 147314 138786 138786]
269,100,500,withomp,6,1,5,0.0005879580003238516,5.082999905425822e-06,[147314 150701 150701 147314 138786 138786]
270,100,500,withomp,7,1,1,0.0005011670000385493,1.0665999980119523e-05,[123536 123536 123287 126141 127674 126141 123287]
271,100,500,withomp,7,1,2,0.000506834000134404,4.9989998842647765e-06,[123536 123536 123287 126141 127674 126141 123287]
272,100,500,withomp,7,1,3,0.0005040410001129203,7.791999905748526e-06,[123536 123536 123287 126141 127674 126141 123287]
273,100,500,withomp,7,1,4,0.0005091250000077707,2.708000010898104e-06,[123536 123536 123287 126141 127674 126141 123287]
274,100,500,withomp,7,1,5,0.0005015409997213283,1.0292000297340564e-05,[123536 123536 123287 126141 127674 126141 123287]
275,100,500,withomp,8,1,1,0.00044037500038029975,2.0415999642864335e-05,[109107 110331 110331 109107 107465 109898 109898 107465]
276,100,500,withomp,8,1,2,0.0004353330000412825,2.5457999981881585e-05,[109107 110331 110331 109107 107465 109898 109898 107465]
277,100,500,withomp,8,1,3,0.0004358330002105504,2.4957999812613707e-05,[109107 110331 110331 109107 107465 109898 109898 107465]
278,100,500,withomp,8,1,4,0.0004324589999669115,2.8332000056252582e-05,[109107 110331 110331 109107 107465 109898 109898 107465]
279,100,500,withomp,8,1,5,0.0004452079997463443,1.5583000276819803e-05,[109107 110331 110331 109107 107465 109898 109898 107465]
280,100,1000,withomp,1,default,1,0.006424082999728853,-4.4874999730382115e-05,[1703126]
281,100,1000,withomp,1,default,2,0.006362750000334927,1.6457999663543887e-05,[1703126]
282,100,1000,withomp,1,default,3,0.006378999999924417,2.0800007405341603e-07,[1703126]
283,100,1000,withomp,1,default,4,0.006361749999996391,1.7458000002079643e-05,[1703126]
284,100,1000,withomp,1,default,5,0.0063628749999224965,1.633300007597427e-05,[1703126]
285,100,1000,withomp,2,default,1,0.0031960420001269085,3.6374999581312295e-05,[851563 851563]
286,100,1000,withomp,2,default,2,0.0031852500001150474,4.7166999593173387e-05,[851563 851563]
287,100,1000,withomp,2,default,3,0.0031891250000626314,4.3291999645589385e-05,[851563 851563]
288,100,1000,withomp,2,default,4,0.003183415999956196,4.9000999752024654e-05,[851563 851563]
289,100,1000,withomp,2,default,5,0.0032486250001966255,-1.620800048840465e-05,[851563 851563]
290,100,1000,withomp,3,default,1,0.005247042000064539,2.6208000235783402e-05,[ 164891 1401790  136445]
291,100,1000,withomp,3,default,2,0.0052359579999574635,3.7292000342858955e-05,[ 164891 1401790  136445]
292,100,1000,withomp,3,default,3,0.0052704999998240964,2.7500004762259778e-06,[ 164891 1401790  136445]
293,100,1000,withomp,3,default,4,0.005261499999960506,1.1750000339816324e-05,[ 164891 1401790  136445]
