,num_points,max_iterations,application,num_threads,chunk_size,repeat,runtime,comptime,work
294,100,1000,withomp,3,default,5,0.005248957999810955,2.4292000489367638e-05,[ 164891 1401790  136445]
295,100,1000,withomp,4,default,1,0.0031311249999816937,8.542000159650343e-06,[ 23655 827908 827908  23655]
296,100,1000,withomp,4,default,2,0.0031250420001924795,1.462499994886457e-05,[ 23655 827908 827908  23655]
297,100,1000,withomp,4,default,3,0.0031004580000626447,3.920900007869932e-05,[ 23655 827908 827908  23655]
298,100,1000,withomp,4,default,4,0.0032468750000589353,-0.00010720799991759122,[ 23655 827908 827908  23655]
299,100,1000,withomp,4,default,5,0.0031089999997675477,3.066700037379633e-05,[ 23655 827908 827908  23655]
300,100,1000,withomp,5,default,1,0.0036417090000213648,2.4749000203883043e-05,[  4973 358881 975418 358881   4973]
301,100,1000,withomp,5,default,2,0.0036492499998530548,1.7208000372193055e-05,[  4973 358881 975418 358881   4973]
302,100,1000,withomp,5,default,3,0.0036435839997466246,2.2874000478623202e-05,[  4973 358881 975418 358881   4973]
303,100,1000,withomp,5,default,4,0.0036454169999160513,2.1041000309196534e-05,[  4973 358881 975418 358881   4973]
304,100,1000,withomp,5,default,5,0.0036414579999473062,2.500000027794158e-05,[  4973 358881 975418 358881   4973]
305,100,1000,withomp,6,default,1,0.002809292000165442,-3.791999915847555e-06,[  3878 161013 743069 687101 104519   3546]
306,100,1000,withomp,6,default,2,0.002798250000068947,7.250000180647476e-06,[  3878 161013 743069 687101 104519   3546]
307,100,1000,withomp,6,default,3,0.00278379200017298,2.1708000076614553e-05,[  3878 161013 743069 687101 104519   3546]
308,100,1000,withomp,6,default,4,0.002778125000077125,2.73750001724693e-05,[  3878 161013 743069 687101 104519   3546]
309,100,1000,withomp,6,default,5,0.00277875000028871,2.6749999960884452e-05,[  3878 161013 743069 687101 104519   3546]
310,100,1000,withomp,7,default,1,0.002732750000177475,2.3749999854771886e-05,[  3229  58406 472441 728918 396107  41091   2934]
311,100,1000,withomp,7,default,2,0.0027323340000293683,2.4166000002878718e-05,[  3229  58406 472441 728918 396107  41091   2934]
312,100,1000,withomp,7,default,3,0.00271791699969981,3.858300033243722e-05,[  3229  58406 472441 728918 396107  41091   2934]
313,100,1000,withomp,7,default,4,0.0027264579998700356,3.004200016221148e-05,[  3229  58406 472441 728918 396107  41091   2934]
314,100,1000,withomp,7,default,5,0.0027147920000061276,4.170800002611941e-05,[  3229  58406 472441 728918 396107  41091   2934]
315,100,1000,withomp,8,default,1,0.002382874999966589,-3.665999884105986e-06,[  2651  28412 296343 635899 514728 207960  14744   2389]
316,100,1000,withomp,8,default,2,0.0023870409995652153,-7.831999482732499e-06,[  2651  28412 296343 635899 514728 207960  14744   2389]
317,100,1000,withomp,8,default,3,0.0023933749998832354,-1.4165999800752616e-05,[  2651  28412 296343 635899 514728 207960  14744   2389]
318,100,1000,withomp,8,default,4,0.002381416999924113,-2.207999841630226e-06,[  2651  28412 296343 635899 514728 207960  14744   2389]
319,100,1000,withomp,8,default,5,0.002383208000082959,-3.9990000004763715e-06,[  2651  28412 296343 635899 514728 207960  14744   2389]
320,100,1000,withomp,1,1,1,0.006524208999962866,-2.912599984483677e-05,[1703126]
321,100,1000,withomp,1,1,2,0.0063583330002074945,0.00013674999991053483,[1703126]
322,100,1000,withomp,1,1,3,0.006537291999848094,-4.2208999730064534e-05,[1703126]
323,100,1000,withomp,1,1,4,0.006496000000424829,-9.170003067993093e-07,[1703126]
324,100,1000,withomp,1,1,5,0.006374250000135362,0.00012083299998266739,[1703126]
325,100,1000,withomp,2,1,1,0.0032707919999666046,4.583000190905295e-06,[851563 851563]
326,100,1000,withomp,2,1,2,0.003259875000367174,1.5499999790336005e-05,[851563 851563]
327,100,1000,withomp,2,1,3,0.0032623329998386907,1.3042000318819191e-05,[851563 851563]
328,100,1000,withomp,2,1,4,0.0032617080000818532,1.3667000075656688e-05,[851563 851563]
329,100,1000,withomp,2,1,5,0.0032615830000395363,1.3792000117973657e-05,[851563 851563]
330,100,1000,withomp,3,1,1,0.002199915999881341,2.5840004127530847e-06,[575152 563987 563987]
331,100,1000,withomp,3,1,2,0.002204791999702138,-2.291999408043921e-06,[575152 563987 563987]
332,100,1000,withomp,3,1,3,0.002198541000325349,3.958999968745047e-06,[575152 563987 563987]
333,100,1000,withomp,3,1,4,0.0021976250000079744,4.875000286119757e-06,[575152 563987 563987]
334,100,1000,withomp,3,1,5,0.0022156250001899025,-1.3124999895808287e-05,[575152 563987 563987]
335,100,1000,withomp,4,1,1,0.0016576670000176819,1.0666999969544122e-05,[421834 429729 429729 421834]
336,100,1000,withomp,4,1,2,0.001655999999911728,1.2334000075497897e-05,[421834 429729 429729 421834]
337,100,1000,withomp,4,1,3,0.0016587079999226262,9.626000064599793e-06,[421834 429729 429729 421834]
338,100,1000,withomp,4,1,4,0.0016812499998195563,-1.2915999832330272e-05,[421834 429729 429729 421834]
339,100,1000,withomp,4,1,5,0.0016773340003055637,-9.000000318337698e-06,[421834 429729 429729 421834]
340,100,1000,withomp,5,1,1,0.0013428749998638523,-8.334000085596927e-06,[342665 340552 336692 340552 342665]
341,100,1000,withomp,5,1,2,0.0013309999999364663,3.5409998417890165e-06,[342665 340552 336692 340552 342665]
342,100,1000,withomp,5,1,3,0.0013839159996678063,-4.9374999889550963e-05,[342665 340552 336692 340552 342665]
343,100,1000,withomp,5,1,4,0.0013980000003357418,-6.345900055748643e-05,[342665 340552 336692 340552 342665]
344,100,1000,withomp,5,1,5,0.001360666999971727,-2.6126000193471555e-05,[342665 340552 336692 340552 342665]
345,100,1000,withomp,6,1,1,0.0011424999997871055,3.2910002119024284e-06,[287576 295201 295201 287576 268786 268786]
346,100,1000,withomp,6,1,2,0.001141624999945634,4.166000053373864e-06,[287576 295201 295201 287576 268786 268786]
347,100,1000,withomp,6,1,3,0.0011577909999687108,-1.1999999969702912e-05,[287576 295201 295201 287576 268786 268786]
348,100,1000,withomp,6,1,4,0.0011937079998460831,-4.7916999847075203e-05,[287576 295201 295201 287576 268786 268786]
349,100,1000,withomp,6,1,5,0.0011332919998494617,1.2499000149546191e-05,[287576 295201 295201 287576 268786 268786]
350,100,1000,withomp,7,1,1,0.0009797080001590075,3.083999672526261e-06,[239298 239298 240287 246641 250674 246641 240287]
351,100,1000,withomp,7,1,2,0.000973708999936207,9.082999895326793e-06,[239298 239298 240287 246641 250674 246641 240287]
352,100,1000,withomp,7,1,3,0.0009720420002850005,1.0749999546533218e-05,[239298 239298 240287 246641 250674 246641 240287]
353,100,1000,withomp,7,1,4,0.000976125000306638,6.6669995248958e-06,[239298 239298 240287 246641 250674 246641 240287]
354,100,1000,withomp,7,1,5,0.0009761669998624711,6.624999969062628e-06,[239298 239298 240287 246641 250674 246641 240287]
355,100,1000,withomp,8,1,1,0.0008510000002388551,1.9874999907187885e-05,[213107 215831 215831 213107 208727 213898 213898 208727]
356,100,1000,withomp,8,1,2,0.0008755839999139425,-4.708999767899513e-06,[213107 215831 215831 213107 208727 213898 213898 208727]
357,100,1000,withomp,8,1,3,0.0008546250001018052,1.6250000044237822e-05,[213107 215831 215831 213107 208727 213898 213898 208727]
358,100,1000,withomp,8,1,4,0.0008413749997089326,2.950000043711043e-05,[213107 215831 215831 213107 208727 213898 213898 208727]
359,100,1000,withomp,8,1,5,0.0008460000003651658,2.487499978087726e-05,[213107 215831 215831 213107 208727 213898 213898 208727]
360,500,100,withomp,1,default,1,0.019833709000067756,0.00017520699975648313,[5227748]
361,500,100,withomp,1,default,2,0.019880917000136833,0.00012799899968740647,[5227748]
362,500,100,withomp,1,default,3,0.019834166999771696,0.00017474900005254312,[5227748]
363,500,100,withomp,1,default,4,0.019822499999918364,0.00018641599990587565,[5227748]
364,500,100,withomp,1,default,5,0.01982662499995058,0.0001822909998736577,[5227748]
365,500,100,withomp,2,default,1,0.011693166999975801,-0.0004911669998364232,[2613874 2613874]
366,500,100,withomp,2,default,2,0.011709208999945986,-0.0005072089998066076,[2613874 2613874]
367,500,100,withomp,2,default,3,0.011955667000165704,-0.0007536670000263257,[2613874 2613874]
368,500,100,withomp,2,default,4,0.01158354099970893,-0.0003815409995695518,[2613874 2613874]
369,500,100,withomp,2,default,5,0.00996395800029859,0.0012380419998407888,[2613874 2613874]
370,500,100,withomp,3,default,1,0.014562792000106128,1.7708000086713582e-05,[ 671087 3901766  654895]
371,500,100,withomp,3,default,2,0.014568874999895343,1.1625000297499355e-05,[ 671087 3901766  654895]
372,500,100,withomp,3,default,3,0.014554459000009956,2.604100018288591e-05,[ 671087 3901766  654895]
373,500,100,withomp,3,default,4,0.014544249999744352,3.625000044849003e-05,[ 671087 3901766  654895]
374,500,100,withomp,3,default,5,0.0145587499996509,2.1750000541942427e-05,[ 671087 3901766  654895]
375,500,100,withomp,4,default,1,0.009005791999697976,5.845800023962511e-05,[ 230064 2383810 2383810  230064]
376,500,100,withomp,4,default,2,0.008998082999823964,6.616700011363719e-05,[ 230064 2383810 2383810  230064]
377,500,100,withomp,4,default,3,0.009000166999612702,6.408300032489933e-05,[ 230064 2383810 2383810  230064]
378,500,100,withomp,4,default,4,0.009004999999888241,5.9250000049360096e-05,[ 230064 2383810 2383810  230064]
379,500,100,withomp,4,default,5,0.008998042000257556,6.620799968004576e-05,[ 230064 2383810 2383810  230064]
380,500,100,withomp,5,default,1,0.011168874999839318,-0.000976915999672201,[ 127338 1155810 2661452 1155810  127338]
381,500,100,withomp,5,default,2,0.010519749999730266,-0.00032779099956314894,[ 127338 1155810 2661452 1155810  127338]
382,500,100,withomp,5,default,3,0.010357665999890742,-0.0001657069997236249,[ 127338 1155810 2661452 1155810  127338]
383,500,100,withomp,5,default,4,0.01035933399998612,-0.00016737499981900328,[ 127338 1155810 2661452 1155810  127338]
384,500,100,withomp,5,default,5,0.010337124999750813,-0.00014516599958369625,[ 127338 1155810 2661452 1155810  127338]
385,500,100,withomp,6,default,1,0.008177541999884852,-4.7125000037340214e-05,[  97414  589933 1956992 1928514  559217   95678]
386,500,100,withomp,6,default,2,0.008022916999834706,0.00010750000001280569,[  97414  589933 1956992 1928514  559217   95678]
387,500,100,withomp,6,default,3,0.007965290999891295,0.00016512599995621713,[  97414  589933 1956992 1928514  559217   95678]
388,500,100,withomp,6,default,4,0.00771366599974499,0.0004167510001025221,[  97414  589933 1956992 1928514  559217   95678]
389,500,100,withomp,6,default,5,0.007427125000049273,0.000703291999798239,[  97414  589933 1956992 1928514  559217   95678]
390,500,100,withomp,7,default,1,0.0075648329998330155,9.445900013815844e-05,[  77440  266180 1315311 1987473 1255035  250365   75944]
391,500,100,withomp,7,default,2,0.007638916999894718,2.0375000076455763e-05,[  77440  266180 1315311 1987473 1255035  250365   75944]
392,500,100,withomp,7,default,3,0.0076587499997913255,5.420001798484009e-07,[  77440  266180 1315311 1987473 1255035  250365   75944]
393,500,100,withomp,7,default,4,0.007641500000318047,1.7791999653127277e-05,[  77440  266180 1315311 1987473 1255035  250365   75944]
394,500,100,withomp,7,default,5,0.00758120799991957,7.808400005160365e-05,[  77440  266180 1315311 1987473 1255035  250365   75944]
395,500,100,withomp,8,default,1,0.006528958000217244,1.1001000075339107e-05,[  64420  171326  823595 1614929 1550974  778081  161339   63084]
396,500,100,withomp,8,default,2,0.00652095899977212,1.90000005204638e-05,[  64420  171326  823595 1614929 1550974  778081  161339   63084]
397,500,100,withomp,8,default,3,0.00654191700004958,-1.957999756996287e-06,[  64420  171326  823595 1614929 1550974  778081  161339   63084]
398,500,100,withomp,8,default,4,0.006541749999996682,-1.7909997040987946e-06,[  64420  171326  823595 1614929 1550974  778081  161339   63084]
399,500,100,withomp,8,default,5,0.006562083000062557,-2.2123999769974034e-05,[  64420  171326  823595 1614929 1550974  778081  161339   63084]
400,500,100,withomp,1,1,1,0.01980616699984239,1.595799994902336e-05,[5227748]
401,500,100,withomp,1,1,2,0.019775582999955077,4.654199983633589e-05,[5227748]
402,500,100,withomp,1,1,3,0.01977320800006055,4.891699973086361e-05,[5227748]
403,500,100,withomp,1,1,4,0.019779833000029612,4.229199976180098e-05,[5227748]
404,500,100,withomp,1,1,5,0.01977549999992334,4.6624999868072337e-05,[5227748]
405,500,100,withomp,2,1,1,0.012783790999947087,0.00010970900029860786,[2613874 2613874]
406,500,100,withomp,2,1,2,0.012880541999948036,1.2958000297658145e-05,[2613874 2613874]
407,500,100,withomp,2,1,3,0.012800166000033641,9.333400021205307e-05,[2613874 2613874]
408,500,100,withomp,2,1,4,0.012753290999626188,0.0001402090006195067,[2613874 2613874]
409,500,100,withomp,2,1,5,0.01170849999971324,0.0011850000005324546,[2613874 2613874]
410,500,100,withomp,3,1,1,0.006711749999794847,0.0001989170004890184,[1743812 1743812 1740124]
411,500,100,withomp,3,1,2,0.006738250000125845,0.00017241700015802053,[1743812 1743812 1740124]
412,500,100,withomp,3,1,3,0.006703624999772728,0.0002070420005111373,[1743812 1743812 1740124]
413,500,100,withomp,3,1,4,0.006742917000337911,0.0001677499999459542,[1743812 1743812 1740124]
414,500,100,withomp,3,1,5,0.006757790999927238,0.00015287600035662763,[1743812 1743812 1740124]
415,500,100,withomp,4,1,1,0.0051299159999871335,5.262599961497472e-05,[1305458 1308416 1308416 1305458]
416,500,100,withomp,4,1,2,0.005118540999774268,6.400099982784013e-05,[1305458 1308416 1308416 1305458]
417,500,100,withomp,4,1,3,0.005127291000007972,5.5250999594136374e-05,[1305458 1308416 1308416 1305458]
418,500,100,withomp,4,1,4,0.005054624999957014,0.00012791699964509462,[1305458 1308416 1308416 1305458]
419,500,100,withomp,4,1,5,0.005110916999910842,7.162499969126657e-05,[1305458 1308416 1308416 1305458]
420,500,100,withomp,5,1,1,0.004093249999641557,0.0011985000001004664,[1045656 1045215 1046006 1045215 1045656]
421,500,100,withomp,5,1,2,0.005283374999635271,8.37500010675285e-06,[1045656 1045215 1046006 1045215 1045656]
422,500,100,withomp,5,1,3,0.005212457999732578,7.929200000944547e-05,[1045656 1045215 1046006 1045215 1045656]
423,500,100,withomp,5,1,4,0.004997292000098241,0.0002944579996437824,[1045656 1045215 1046006 1045215 1045656]
424,500,100,withomp,5,1,5,0.004604500000368716,0.0006872499993733072,[1045656 1045215 1046006 1045215 1045656]
425,500,100,withomp,6,1,1,0.003407374999824242,0.0006570830000782735,[872526 872526 870062 871286 871286 870062]
426,500,100,withomp,6,1,2,0.004013583999949333,5.087399995318265e-05,[872526 872526 870062 871286 871286 870062]
427,500,100,withomp,6,1,3,0.003986166999766283,7.829100013623247e-05,[872526 872526 870062 871286 871286 870062]
428,500,100,withomp,6,1,4,0.0038919579997127585,0.00017250000018975697,[872526 872526 870062 871286 871286 870062]
429,500,100,withomp,6,1,5,0.003963415999805875,0.00010104200009664055,[872526 872526 870062 871286 871286 870062]
430,500,100,withomp,7,1,1,0.0035898339997402218,2.499900028851698e-05,[746947 747736 746947 746582 746477 746477 746582]
431,500,100,withomp,7,1,2,0.003589750000173808,2.5082999854930677e-05,[746947 747736 746947 746582 746477 746477 746582]
432,500,100,withomp,7,1,3,0.003556584000307339,5.824899972139974e-05,[746947 747736 746947 746582 746477 746477 746582]
433,500,100,withomp,7,1,4,0.0035722499997064006,4.2583000322338194e-05,[746947 747736 746947 746582 746477 746477 746582]
434,500,100,withomp,7,1,5,0.003222999999707099,0.0003918330003216397,[746947 747736 746947 746582 746477 746477 746582]
435,500,100,withomp,8,1,1,0.0030496249996758706,0.00010516600013943389,[653631 655946 655946 653631 651827 652470 652470 651827]
436,500,100,withomp,8,1,2,0.003066082999794162,8.870800002114265e-05,[653631 655946 655946 653631 651827 652470 652470 651827]
437,500,100,withomp,8,1,3,0.003214332999959879,-5.954200014457456e-05,[653631 655946 655946 653631 651827 652470 652470 651827]
438,500,100,withomp,8,1,4,0.0033252089997404255,-0.00017041799992512097,[653631 655946 655946 653631 651827 652470 652470 651827]
439,500,100,withomp,8,1,5,0.003245249999963562,-9.045900014825747e-05,[653631 655946 655946 653631 651827 652470 652470 651827]
440,500,500,withomp,1,default,1,0.0822492920001423,0.0006777079997846158,[22061246]
441,500,500,withomp,1,default,2,0.08055558300020493,0.002371416999721987,[22061246]
442,500,500,withomp,1,default,3,0.0791570840001441,0.0037699159997828247,[22061246]
443,500,500,withomp,1,default,4,0.07927366700005223,0.003653332999874692,[22061246]
444,500,500,withomp,1,default,5,0.0792266670000572,0.0037003329998697154,[22061246]
445,500,500,withomp,2,default,1,0.04006533399979162,0.00019941599975936697,[11030623 11030623]
446,500,500,withomp,2,default,2,0.04000470900018627,0.00026004099936471903,[11030623 11030623]
447,500,500,withomp,2,default,3,0.04002612499971292,0.0002386249998380663,[11030623 11030623]
448,500,500,withomp,2,default,4,0.04003987500027506,0.0002248749992759258,[11030623 11030623]
449,500,500,withomp,2,default,5,0.040008916999795474,0.000255832999755512,[11030623 11030623]
450,500,500,withomp,3,default,1,0.06645762499965713,0.00015150000035646372,[ 2110568 17912592  2038086]
451,500,500,withomp,3,default,2,0.0665326250000362,7.649999997738632e-05,[ 2110568 17912592  2038086]
452,500,500,withomp,3,default,3,0.0664945000003172,0.00011462499969638884,[ 2110568 17912592  2038086]
453,500,500,withomp,3,default,4,0.06657600000016828,3.312499984531314e-05,[ 2110568 17912592  2038086]
454,500,500,withomp,3,default,5,0.06666879199974574,-5.966699973214418e-05,[ 2110568 17912592  2038086]
455,500,500,withomp,4,default,1,0.039634834000025876,0.000202707999960694,[  406041 10624582 10624582   406041]
456,500,500,withomp,4,default,2,0.039576208000198676,0.00026133399978789384,[  406041 10624582 10624582   406041]
457,500,500,withomp,4,default,3,0.03957766600024115,0.0002598759997454181,[  406041 10624582 10624582   406041]
458,500,500,withomp,4,default,4,0.03959645799977807,0.0002410840002085024,[  406041 10624582 10624582   406041]
459,500,500,withomp,4,default,5,0.03958216599994557,0.0002553760000409966,[  406041 10624582 10624582   406041]
460,500,500,withomp,5,default,1,0.046040000000175496,5.229199996392708e-05,[  128912  4715704 12372014  4715704   128912]
461,500,500,withomp,5,default,2,0.04698624999991807,-0.0008939579997786495,[  128912  4715704 12372014  4715704   128912]
462,500,500,withomp,5,default,3,0.04723220899995795,-0.0011399169998185243,[  128912  4715704 12372014  4715704   128912]
463,500,500,withomp,5,default,4,0.047116749999986496,-0.0010244579998470726,[  128912  4715704 12372014  4715704   128912]
464,500,500,withomp,5,default,5,0.0469465000001037,-0.0008542079999642738,[  128912  4715704 12372014  4715704   128912]
465,500,500,withomp,6,default,1,0.03383366700018087,-5.904200043005403e-05,[  98988 2083943 8991357 8848872 1940834   97252]
466,500,500,withomp,6,default,2,0.03341499999987718,0.00035962499987363117,[  98988 2083943 8991357 8848872 1940834   97252]
467,500,500,withomp,6,default,3,0.035291624999899796,-0.0015170000001489825,[  98988 2083943 8991357 8848872 1940834   97252]
468,500,500,withomp,6,default,4,0.03415966600005049,-0.0003850410002996796,[  98988 2083943 8991357 8848872 1940834   97252]
469,500,500,withomp,6,default,5,0.03389954099975512,-0.0001249160000043048,[  98988 2083943 8991357 8848872 1940834   97252]
470,500,500,withomp,7,default,1,0.034942208000302344,2.6541999886831036e-05,[  77440  655607 5798142 9358949 5487950  607214   75944]
471,500,500,withomp,7,default,2,0.03490304099977948,6.570900040969718e-05,[  77440  655607 5798142 9358949 5487950  607214   75944]
472,500,500,withomp,7,default,3,0.03490700000020297,6.174999998620478e-05,[  77440  655607 5798142 9358949 5487950  607214   75944]
473,500,500,withomp,7,default,4,0.03490583299981154,6.291700037763803e-05,[  77440  655607 5798142 9358949 5487950  607214   75944]
474,500,500,withomp,7,default,5,0.036015375000260974,-0.0010466250000717991,[  77440  655607 5798142 9358949 5487950  607214   75944]
475,500,500,withomp,8,default,1,0.029334791000110272,6.308399997578817e-05,[  64420  360572 3418859 7471782 7155161 3203693  323675   63084]
476,500,500,withomp,8,default,2,0.02933645799976148,6.141700032458175e-05,[  64420  360572 3418859 7471782 7155161 3203693  323675   63084]
477,500,500,withomp,8,default,3,0.029349041000386933,4.883399969912716e-05,[  64420  360572 3418859 7471782 7155161 3203693  323675   63084]
478,500,500,withomp,8,default,4,0.02944720799996503,-4.933299987897044e-05,[  64420  360572 3418859 7471782 7155161 3203693  323675   63084]
479,500,500,withomp,8,default,5,0.02944529100022919,-4.741600014313008e-05,[  64420  360572 3418859 7471782 7155161 3203693  323675   63084]
480,500,500,withomp,1,1,1,0.08223029200007659,9.75409998318355e-05,[22061246]
481,500,500,withomp,1,1,2,0.08031937500027198,0.0020084579996364482,[22061246]
482,500,500,withomp,1,1,3,0.07888891599986891,0.0034389170000395097,[22061246]
483,500,500,withomp,1,1,4,0.07879191599977275,0.003535917000135669,[22061246]
484,500,500,withomp,1,1,5,0.07878254200022639,0.003545290999682038,[22061246]
485,500,500,withomp,2,1,1,0.04003166599977703,8.445900039077969e-05,[11030623 11030623]
486,500,500,withomp,2,1,2,0.04005079200032924,6.533299983857432e-05,[11030623 11030623]
487,500,500,withomp,2,1,3,0.039999374999752035,0.00011675000041577732,[11030623 11030623]
488,500,500,withomp,2,1,4,0.040027791999818874,8.83330003489391e-05,[11030623 11030623]
489,500,500,withomp,2,1,5,0.04002799999989293,8.812500027488568e-05,[11030623 11030623]
490,500,500,withomp,3,1,1,0.02754016699964268,1.4292000287241535e-05,[7354178 7354178 7352890]
491,500,500,withomp,3,1,2,0.027562874999603082,-8.415999673161423e-06,[7354178 7354178 7352890]
492,500,500,withomp,3,1,3,0.027580749999742693,-2.6290999812772498e-05,[7354178 7354178 7352890]
493,500,500,withomp,3,1,4,0.02756541600001583,-1.0957000085909385e-05,[7354178 7354178 7352890]
494,500,500,withomp,3,1,5,0.0275515829998767,2.8760000532201957e-06,[7354178 7354178 7352890]
495,500,500,withomp,4,1,1,0.020755833000293933,9.916999715642305e-06,[5515925 5514698 5514698 5515925]
496,500,500,withomp,4,1,2,0.020722082999782288,4.3667000227287645e-05,[5515925 5514698 5514698 5515925]
497,500,500,withomp,4,1,3,0.02073854200034475,2.7207999664824456e-05,[5515925 5514698 5514698 5515925]
498,500,500,withomp,4,1,4,0.02069762500013894,6.812499987063347e-05,[5515925 5514698 5514698 5515925]
499,500,500,withomp,4,1,5,0.02071524999973917,5.050000027040369e-05,[5515925 5514698 5514698 5515925]
500,500,500,withomp,5,1,1,0.017425125000045227,-0.0008120410002447898,[4410770 4407860 4423986 4407860 4410770]
501,500,500,withomp,5,1,2,0.01707070800011934,-0.0004576240003189014,[4410770 4407860 4423986 4407860 4410770]
502,500,500,withomp,5,1,3,0.01740679199974693,-0.0007937079999464913,[4410770 4407860 4423986 4407860 4410770]
503,500,500,withomp,5,1,4,0.017084832999898936,-0.00047174900009849807,[4410770 4407860 4423986 4407860 4410770]
504,500,500,withomp,5,1,5,0.0166110000000117,2.083999788737856e-06,[4410770 4407860 4423986 4407860 4410770]
505,500,500,withomp,6,1,1,0.014175917000102345,0.00010924899970632396,[3678081 3678081 3676445 3676097 3676097 3676445]
506,500,500,withomp,6,1,2,0.014222833000076207,6.233299973246176e-05,[3678081 3678081 3676445 3676097 3676097 3676445]
507,500,500,withomp,6,1,3,0.014213292000022193,7.18739997864759e-05,[3678081 3678081 3676445 3676097 3676097 3676445]
508,500,500,withomp,6,1,4,0.014041500000075757,0.0002436659997329116,[3678081 3678081 3676445 3676097 3676097 3676445]
509,500,500,withomp,6,1,5,0.014150791999782086,0.0001343740000265825,[3678081 3678081 3676445 3676097 3676097 3676445]
510,500,500,withomp,7,1,1,0.012348750000001019,-6.754099968020455e-05,[3148499 3143668 3148499 3156550 3153740 3153740 3156550]
511,500,500,withomp,7,1,2,0.012251083000137442,3.0126000183372525e-05,[3148499 3143668 3148499 3156550 3153740 3153740 3156550]
512,500,500,withomp,7,1,3,0.012198542000078305,8.266700024250895e-05,[3148499 3143668 3148499 3156550 3153740 3153740 3156550]
513,500,500,withomp,7,1,4,0.012308709000080853,-2.7499999760038918e-05,[3148499 3143668 3148499 3156550 3153740 3153740 3156550]
514,500,500,withomp,7,1,5,0.012275042000055691,6.167000265122624e-06,[3148499 3143668 3148499 3156550 3153740 3153740 3156550]
515,500,500,withomp,8,1,1,0.01069095799994102,9.737500022310996e-05,[2766149 2773850 2773850 2766149 2749776 2740848 2740848 2749776]
516,500,500,withomp,8,1,2,0.010742041000412428,4.629199975170195e-05,[2766149 2773850 2773850 2766149 2749776 2740848 2740848 2749776]
517,500,500,withomp,8,1,3,0.010808957999870472,-2.062499970634235e-05,[2766149 2773850 2773850 2766149 2749776 2740848 2740848 2749776]
518,500,500,withomp,8,1,4,0.010774750000109634,1.3583000054495642e-05,[2766149 2773850 2773850 2766149 2749776 2740848 2740848 2749776]
519,500,500,withomp,8,1,5,0.010759582999980921,2.8750000183208613e-05,[2766149 2773850 2773850 2766149 2749776 2740848 2740848 2749776]
520,500,1000,withomp,1,default,1,0.15782983400004014,0.002166624999972555,[42970300]
521,500,1000,withomp,1,default,2,0.15636712500008798,0.003629333999924711,[42970300]
522,500,1000,withomp,1,default,3,0.15653295799984335,0.0034635010001693445,[42970300]
523,500,1000,withomp,1,default,4,0.15591249999988577,0.004083959000126924,[42970300]
524,500,1000,withomp,1,default,5,0.15581862499993804,0.004177834000074654,[42970300]
525,500,1000,withomp,2,default,1,0.0793497079998815,-0.0003482080001049326,[21485179 21485121]
526,500,1000,withomp,2,default,2,0.07896504199970877,3.645800006779609e-05,[21485179 21485121]
527,500,1000,withomp,2,default,3,0.07882804200016835,0.0001734579996082175,[21485179 21485121]
528,500,1000,withomp,2,default,4,0.0787811669997609,0.00022033300001567113,[21485179 21485121]
529,500,1000,withomp,2,default,5,0.07885845900000277,0.00014304099977380247,[21485179 21485121]
530,500,1000,withomp,3,default,1,0.1329990409999482,5.920900002820417e-05,[ 3880257 35352335  3737708]
531,500,1000,withomp,3,default,2,0.1313913330000105,0.0016669169999659061,[ 3880257 35352335  3737708]
532,500,1000,withomp,3,default,3,0.13134983300005842,0.0017084169999179721,[ 3880257 35352335  3737708]
533,500,1000,withomp,3,default,4,0.13121812500003216,0.001840124999944237,[ 3880257 35352335  3737708]
534,500,1000,withomp,3,default,5,0.13126662500008024,0.0017916249998961575,[ 3880257 35352335  3737708]
535,500,1000,withomp,4,default,1,0.07828366700005063,0.00017125000022133463,[  620679 20864500 20864442   620679]
536,500,1000,withomp,4,default,2,0.07836966600007145,8.525100020051468e-05,[  620679 20864500 20864442   620679]
537,500,1000,withomp,4,default,3,0.078286541000125,0.00016837600014696363,[  620679 20864500 20864442   620679]
538,500,1000,withomp,4,default,4,0.0777904579999813,0.0006644590002906625,[  620679 20864500 20864442   620679]
539,500,1000,withomp,4,default,5,0.07814708300020357,0.00030783400006839656,[  620679 20864500 20864442   620679]
540,500,1000,withomp,5,default,1,0.0922328749998087,-0.000974958999449882,[  130412  9122898 24463747  9122831   130412]
541,500,1000,withomp,5,default,2,0.09220500000037646,-0.0009470840000176395,[  130412  9122898 24463747  9122831   130412]
542,500,1000,withomp,5,default,3,0.09172870800011879,-0.00047079199975996744,[  130412  9122898 24463747  9122831   130412]
543,500,1000,withomp,5,default,4,0.09109487499972602,0.00016304100063280202,[  130412  9122898 24463747  9122831   130412]
544,500,1000,withomp,5,default,5,0.09188337499972477,-0.0006254589993659465,[  130412  9122898 24463747  9122831   130412]
545,500,1000,withomp,6,default,1,0.06607883400010905,0.00013324899964572978,[  100488  3921362 17748068 17462674  3638956    98752]
546,500,1000,withomp,6,default,2,0.0664116660000218,-0.0001995830002670118,[  100488  3921362 17748068 17462674  3638956    98752]
547,500,1000,withomp,6,default,3,0.06633499999998094,-0.0001229170002261526,[  100488  3921362 17748068 17462674  3638956    98752]
548,500,1000,withomp,6,default,4,0.06614920799984247,6.287499991231016e-05,[  100488  3921362 17748068 17462674  3638956    98752]
