1,1.2297722542000002,"(2000, 2000)",500
2,0.6375301250000003,"(2000, 2000)",500
3,1.0133612083999997,"(2000, 2000)",500
4,0.6203923583000005,"(2000, 2000)",500
5,0.7169816957999998,"(2000, 2000)",500
6,0.5232675167000004,"(2000, 2000)",500
7,0.55604595,"(2000, 2000)",500
8,0.43440916250000045,"(2000, 2000)",500
9,0.44167654580000004,"(2000, 2000)",500
10,0.36898172079999936,"(2000, 2000)",500
11,0.36726166250000036,"(2000, 2000)",500
12,0.3245339416000007,"(2000, 2000)",500
13,0.31273195420000094,"(2000, 2000)",500
14,0.2842322041999992,"(2000, 2000)",500
15,0.2765603542000008,"(2000, 2000)",500
16,0.2550218791999995,"(2000, 2000)",500
17,0.24571429159999952,"(2000, 2000)",500
18,0.23382227920000104,"(2000, 2000)",500
19,0.23278472499999908,"(2000, 2000)",500
20,0.215855937500001,"(2000, 2000)",500
21,0.2053820583000004,"(2000, 2000)",500
22,0.2011135582999998,"(2000, 2000)",500
23,0.19561438339999881,"(2000, 2000)",500
24,0.1936559250000002,"(2000, 2000)",500
