1,1.2237979291,"(2000, 2000)",500
2,0.6376130999999999,"(2000, 2000)",500
3,0.43436325830000017,"(2000, 2000)",500
4,0.3263748042,"(2000, 2000)",500
5,0.2611995791999998,"(2000, 2000)",500
6,0.2191483458999997,"(2000, 2000)",500
7,0.18922634170000024,"(2000, 2000)",500
8,0.16764412499999964,"(2000, 2000)",500
9,0.1606187625000004,"(2000, 2000)",500
10,0.1552505250000003,"(2000, 2000)",500
11,0.14567302089999998,"(2000, 2000)",500
12,0.1399750250000004,"(2000, 2000)",500
13,0.14363575420000033,"(2000, 2000)",500
14,0.14437918750000023,"(2000, 2000)",500
15,0.14279669169999992,"(2000, 2000)",500
16,0.14695612089999982,"(2000, 2000)",500
17,0.14495003749999996,"(2000, 2000)",500
18,0.1404035291999996,"(2000, 2000)",500
19,0.14325385419999961,"(2000, 2000)",500
20,0.14771842500000004,"(2000, 2000)",500
21,0.1413284499999996,"(2000, 2000)",500
22,0.1466769499999998,"(2000, 2000)",500
23,0.14615958750000005,"(2000, 2000)",500
24,0.14201432919999987,"(2000, 2000)",500
