1,1.2260609583000002,"(2000, 2000)",500
2,0.6368310250000002,"(2000, 2000)",500
3,1.0129926375,"(2000, 2000)",500
4,0.6197908499999997,"(2000, 2000)",500
5,0.7133927374999999,"(2000, 2000)",500
6,0.5227127709000001,"(2000, 2000)",500
7,0.5567854000000004,"(2000, 2000)",500
8,0.4325905250000005,"(2000, 2000)",500
9,0.44299342079999915,"(2000, 2000)",500
10,0.36811161249999885,"(2000, 2000)",500
11,0.36617167499999964,"(2000, 2000)",500
12,0.3238973458000004,"(2000, 2000)",500
13,0.31265730000000075,"(2000, 2000)",500
14,0.28305464580000006,"(2000, 2000)",500
15,0.27429325000000093,"(2000, 2000)",500
16,0.2515966750000004,"(2000, 2000)",500
17,0.2455968666000004,"(2000, 2000)",500
18,0.23045132919999958,"(2000, 2000)",500
19,0.2228482249999999,"(2000, 2000)",500
20,0.21324644999999975,"(2000, 2000)",500
21,0.20976298749999955,"(2000, 2000)",500
22,0.20839873750000065,"(2000, 2000)",500
23,0.1968177792000006,"(2000, 2000)",500
24,0.18691167500000033,"(2000, 2000)",500
