,num_points,max_iterations,application,num_threads,chunk_size,repeat,runtime
540,5000,500,withomp,5,default,1,1.6270053749994986
541,5000,500,withomp,5,default,2,1.6260489579999557
542,5000,500,withomp,5,default,3,1.6233398329995907
543,5000,500,withomp,5,default,4,1.6191757079996023
544,5000,500,withomp,5,default,5,1.6232636670001739
545,5000,500,withomp,6,default,1,1.355556333000095
546,5000,500,withomp,6,default,2,1.3512634999997317
547,5000,500,withomp,6,default,3,1.352103375000297
548,5000,500,withomp,6,default,4,1.3551636250003867
549,5000,500,withomp,6,default,5,1.3546879589994205
550,5000,500,withomp,7,default,1,1.1766626669996185
551,5000,500,withomp,7,default,2,1.1691718329993819
552,5000,500,withomp,7,default,3,1.173518624999815
553,5000,500,withomp,7,default,4,1.1677832089999356
554,5000,500,withomp,7,default,5,1.1708942909999678
555,5000,500,withomp,8,default,1,1.027858749999723
556,5000,500,withomp,8,default,2,1.0227853750002396
557,5000,500,withomp,8,default,3,1.0265742499996122
558,5000,500,withomp,8,default,4,1.0251323749998846
559,5000,500,withomp,8,default,5,1.024522290999812
560,5000,1000,withomp,1,default,1,15.317467750000105
561,5000,1000,withomp,1,default,2,15.429421457999524
562,5000,1000,withomp,1,default,3,15.27735358299924
563,5000,1000,withomp,1,default,4,15.416272958999798
564,5000,1000,withomp,1,default,5,15.480627124999955
565,5000,1000,withomp,2,default,1,7.754477082999983
566,5000,1000,withomp,2,default,2,7.783629999999903
567,5000,1000,withomp,2,default,3,7.778021749999425
568,5000,1000,withomp,2,default,4,7.780458707999969
569,5000,1000,withomp,2,default,5,7.778098499999942
570,5000,1000,withomp,3,default,1,5.337091749999672
571,5000,1000,withomp,3,default,2,5.32872745899931
572,5000,1000,withomp,3,default,3,5.329985792000116
573,5000,1000,withomp,3,default,4,5.309584540999822
574,5000,1000,withomp,3,default,5,5.325791000000208
575,5000,1000,withomp,4,default,1,3.989358415999959
576,5000,1000,withomp,4,default,2,3.9821792080001615
577,5000,1000,withomp,4,default,3,3.9817275000004884
578,5000,1000,withomp,4,default,4,3.996007374999863
579,5000,1000,withomp,4,default,5,3.9863599159998557
580,5000,1000,withomp,5,default,1,3.1902056659992013
581,5000,1000,withomp,5,default,2,3.184470084000168
582,5000,1000,withomp,5,default,3,3.1743782080002347
583,5000,1000,withomp,5,default,4,3.1642678749994957
584,5000,1000,withomp,5,default,5,3.165058958999907
585,5000,1000,withomp,6,default,1,2.6435611249999056
586,5000,1000,withomp,6,default,2,2.6408888750002006
587,5000,1000,withomp,6,default,3,2.6379839170003834
588,5000,1000,withomp,6,default,4,2.635700750000069
589,5000,1000,withomp,6,default,5,2.6416465420006716
590,5000,1000,withomp,7,default,1,2.2867722920000233
591,5000,1000,withomp,7,default,2,2.2834369169995625
592,5000,1000,withomp,7,default,3,2.282581333000053
593,5000,1000,withomp,7,default,4,2.2804754999997385
594,5000,1000,withomp,7,default,5,2.283453209000072
595,5000,1000,withomp,8,default,1,2.0020311660000516
596,5000,1000,withomp,8,default,2,1.9960750420004842
597,5000,1000,withomp,8,default,3,1.994137208000211
598,5000,1000,withomp,8,default,4,1.9953295420000359
599,5000,1000,withomp,8,default,5,1.9970779590003076
